Timestamp,Online,Offline,Total,Percent Online
2023-11-11 06:39:55,226,2210,2436,9.28
2023-11-11 06:49:30,229,2207,2436,9.4
2023-11-11 06:59:02,246,2190,2436,10.1
2023-11-11 07:08:35,245,2191,2436,10.06
2023-11-11 07:18:11,226,2210,2436,9.28
2023-11-11 07:27:47,227,2209,2436,9.32
2023-11-11 07:37:20,247,2189,2436,10.14
2023-11-11 07:46:54,243,2193,2436,9.98
2023-11-11 07:56:32,228,2208,2436,9.36
2023-11-11 08:06:05,240,2196,2436,9.85
2023-11-11 08:15:37,247,2189,2436,10.14
2023-11-11 08:25:12,228,2208,2436,9.36
2023-11-11 08:34:49,226,2210,2436,9.28
2023-11-11 08:44:23,247,2189,2436,10.14
2023-11-11 08:53:56,243,2193,2436,9.98
2023-11-11 09:03:32,230,2206,2436,9.44
2023-11-11 09:13:04,246,2190,2436,10.1
2023-11-11 09:22:54,171,2265,2436,7.02
2023-11-11 09:32:29,229,2207,2436,9.4
2023-11-11 09:42:03,225,2211,2436,9.24
2023-11-11 09:51:34,244,2192,2436,10.02
2023-11-11 10:01:05,242,2194,2436,9.93
2023-11-11 10:10:40,226,2210,2436,9.28
2023-11-11 10:20:11,245,2191,2436,10.06
2023-11-11 10:29:43,244,2192,2436,10.02
2023-11-11 10:39:20,225,2211,2436,9.24
2023-11-11 10:48:54,241,2195,2436,9.89
2023-11-11 10:58:25,246,2190,2436,10.1
2023-11-11 11:08:02,221,2215,2436,9.07
2023-11-11 11:17:34,241,2195,2436,9.89
2023-11-11 11:27:08,243,2193,2436,9.98
2023-11-11 11:36:49,224,2212,2436,9.2
2023-11-11 11:46:24,240,2196,2436,9.85
2023-11-11 11:55:58,242,2194,2436,9.93
2023-11-11 12:06:26,192,2244,2436,7.88
2023-11-11 12:17:13,243,2193,2436,9.98
2023-11-11 12:26:47,239,2197,2436,9.81
2023-11-11 12:36:28,207,2229,2436,8.5
2023-11-11 12:46:05,225,2211,2436,9.24
2023-11-11 12:55:40,244,2192,2436,10.02
2023-11-11 13:05:20,216,2220,2436,8.87
2023-11-11 13:14:57,232,2204,2436,9.52
2023-11-11 16:57:43,218,2218,2436,8.95
2023-11-11 17:07:20,232,2204,2436,9.52
2023-11-11 17:16:57,217,2219,2436,8.91
2023-11-11 17:26:32,232,2204,2436,9.52
2023-11-11 17:36:07,233,2203,2436,9.56
2023-11-11 17:45:45,215,2221,2436,8.83
2023-11-11 17:55:21,233,2203,2436,9.56
2023-11-11 18:05:01,219,2217,2436,8.99
2023-11-11 18:14:37,223,2213,2436,9.15
2023-11-11 18:24:12,232,2204,2436,9.52
2023-11-11 18:33:51,216,2220,2436,8.87
2023-11-11 18:43:26,233,2203,2436,9.56
2023-11-11 18:53:00,227,2209,2436,9.32
2023-11-11 19:02:40,216,2220,2436,8.87
2023-11-11 19:12:19,213,2223,2436,8.74
2023-11-11 19:21:55,229,2207,2436,9.4
2023-11-11 19:31:31,217,2219,2436,8.91
2023-11-11 19:41:07,230,2206,2436,9.44
2023-11-11 19:50:44,217,2219,2436,8.91
2023-11-11 20:00:18,232,2204,2436,9.52
2023-11-11 20:09:56,219,2217,2436,8.99
2023-11-11 20:19:35,213,2223,2436,8.74
2023-11-11 20:29:09,231,2205,2436,9.48
2023-11-11 20:38:47,214,2222,2436,8.78
2023-11-11 20:48:21,229,2207,2436,9.4
2023-11-11 20:58:02,213,2223,2436,8.74
2023-11-11 21:07:40,220,2216,2436,9.03
2023-11-11 21:17:15,237,2199,2436,9.73
2023-11-11 21:26:55,214,2222,2436,8.78
2023-11-11 21:36:33,216,2220,2436,8.87
2023-11-11 21:46:15,214,2222,2436,8.78
2023-11-11 21:55:56,232,2204,2436,9.52
2023-11-11 22:05:35,217,2219,2436,8.91
2023-11-11 22:15:14,230,2206,2436,9.44
2023-11-11 22:24:52,217,2219,2436,8.91
2023-11-11 22:34:29,231,2205,2436,9.48
2023-11-11 22:44:08,213,2223,2436,8.74
2023-11-11 22:53:45,234,2202,2436,9.61
2023-11-11 23:03:23,219,2217,2436,8.99
2023-11-11 23:12:59,233,2203,2436,9.56
2023-11-11 23:22:36,219,2217,2436,8.99
2023-11-11 23:32:12,235,2201,2436,9.65
2023-11-11 23:41:51,216,2220,2436,8.87
2023-11-11 23:51:30,234,2202,2436,9.61
2023-11-12 00:01:08,223,2213,2436,9.15
2023-11-12 00:10:43,238,2198,2436,9.77
2023-11-12 00:20:19,221,2215,2436,9.07
2023-11-12 00:29:54,237,2199,2436,9.73
2023-11-12 00:39:30,222,2214,2436,9.11
2023-11-12 00:49:07,223,2213,2436,9.15
2023-11-12 00:58:44,225,2211,2436,9.24
2023-11-12 01:08:18,240,2196,2436,9.85
2023-11-12 01:17:53,225,2211,2436,9.24
2023-11-12 01:27:30,215,2221,2436,8.83
2023-11-12 01:37:05,232,2204,2436,9.52
2023-11-12 01:46:40,223,2213,2436,9.15
2023-11-12 01:56:13,238,2198,2436,9.77
2023-11-12 02:05:49,221,2215,2436,9.07
2023-11-12 02:15:22,239,2197,2436,9.81
2023-11-12 02:24:58,221,2215,2436,9.07
2023-11-12 02:34:34,221,2215,2436,9.07
2023-11-12 02:44:08,234,2202,2436,9.61
2023-11-12 02:53:44,221,2215,2436,9.07
2023-11-12 03:03:20,218,2218,2436,8.95
2023-11-12 03:12:53,238,2198,2436,9.77
2023-11-12 03:22:30,219,2217,2436,8.99
2023-11-12 03:32:05,234,2202,2436,9.61
2023-11-12 03:41:42,218,2218,2436,8.95
2023-11-12 03:51:17,229,2207,2436,9.4
2023-11-12 04:00:53,223,2213,2436,9.15
2023-11-12 04:10:27,239,2197,2436,9.81
2023-11-12 04:20:04,218,2218,2436,8.95
2023-11-12 04:29:37,238,2198,2436,9.77
2023-11-12 04:39:13,221,2215,2436,9.07
2023-11-12 04:48:49,220,2216,2436,9.03
2023-11-12 04:58:23,237,2199,2436,9.73
2023-11-12 05:07:59,219,2217,2436,8.99
2023-11-12 05:17:34,229,2207,2436,9.4
2023-11-12 05:27:09,235,2201,2436,9.65
2023-11-12 05:36:45,220,2216,2436,9.03
2023-11-12 05:46:19,232,2204,2436,9.52
2023-11-12 05:55:55,219,2217,2436,8.99
2023-11-12 06:05:31,221,2215,2436,9.07
2023-11-12 06:15:04,235,2201,2436,9.65
2023-11-12 06:24:39,223,2213,2436,9.15
2023-11-12 06:34:16,225,2211,2436,9.24
2023-11-12 06:43:49,238,2198,2436,9.77
2023-11-12 06:53:25,221,2215,2436,9.07
2023-11-12 07:02:58,238,2198,2436,9.77
2023-11-12 07:12:35,221,2215,2436,9.07
2023-11-12 07:22:09,237,2199,2436,9.73
2023-11-12 07:31:44,226,2210,2436,9.28
2023-11-12 07:41:16,243,2193,2436,9.98
2023-11-12 07:50:51,226,2210,2436,9.28
2023-11-12 08:00:42,239,2197,2436,9.81
2023-11-12 08:10:17,227,2209,2436,9.32
2023-11-12 08:19:53,226,2210,2436,9.28
2023-11-12 08:29:27,234,2202,2436,9.61
2023-11-12 08:39:02,227,2209,2436,9.32
2023-11-12 08:48:35,241,2195,2436,9.89
2023-11-12 08:58:12,225,2211,2436,9.24
2023-11-12 09:07:48,222,2214,2436,9.11
2023-11-12 09:17:20,243,2193,2436,9.98
2023-11-12 09:26:55,228,2208,2436,9.36
2023-11-12 09:36:31,224,2212,2436,9.2
2023-11-12 09:46:04,242,2194,2436,9.93
2023-11-12 09:55:39,225,2211,2436,9.24
2023-11-12 10:05:14,225,2211,2436,9.24
2023-11-12 10:14:45,245,2191,2436,10.06
2023-11-12 10:24:18,242,2194,2436,9.93
2023-11-12 16:00:48,230,2206,2436,9.44
2023-11-12 16:10:31,213,2223,2436,8.74
2023-11-12 16:20:08,229,2207,2436,9.4
2023-11-12 16:29:45,229,2207,2436,9.4
2023-11-12 16:39:28,211,2225,2436,8.66
2023-11-12 16:49:09,211,2225,2436,8.66
2023-11-12 16:58:50,227,2209,2436,9.32
2023-11-12 17:08:34,211,2225,2436,8.66
2023-11-12 17:18:17,227,2209,2436,9.32
2023-11-12 17:28:06,210,2226,2436,8.62
2023-11-12 17:37:49,210,2226,2436,8.62
2023-11-12 17:47:27,227,2209,2436,9.32
2023-11-12 17:57:05,227,2209,2436,9.32
2023-11-12 18:06:48,208,2228,2436,8.54
2023-11-12 18:16:30,212,2224,2436,8.7
2023-11-12 18:26:08,228,2208,2436,9.36
2023-11-12 18:35:50,212,2224,2436,8.7
2023-11-12 18:45:32,210,2226,2436,8.62
2023-11-12 18:55:10,225,2211,2436,9.24
2023-11-12 19:05:02,210,2226,2436,8.62
2023-11-12 19:14:45,211,2225,2436,8.66
2023-11-12 19:24:24,228,2208,2436,9.36
2023-11-12 19:34:06,211,2225,2436,8.66
2023-11-12 19:43:49,210,2226,2436,8.62
2023-11-12 19:53:28,227,2209,2436,9.32
2023-11-12 20:03:09,212,2224,2436,8.7
2023-11-12 20:12:52,211,2225,2436,8.66
2023-11-12 20:22:32,218,2218,2436,8.95
2023-11-12 20:32:11,226,2210,2436,9.28
2023-11-12 20:41:57,211,2225,2436,8.66
2023-11-12 20:51:40,209,2227,2436,8.58
2023-11-12 21:01:20,226,2210,2436,9.28
2023-11-12 21:11:03,223,2213,2436,9.15
2023-11-12 21:20:45,210,2226,2436,8.62
2023-11-12 21:30:28,208,2228,2436,8.54
2023-11-12 21:40:04,225,2211,2436,9.24
2023-11-12 21:49:49,208,2228,2436,8.54
2023-11-12 21:59:29,209,2227,2436,8.58
2023-11-12 22:09:05,225,2211,2436,9.24
2023-11-12 22:18:40,226,2210,2436,9.28
2023-11-12 22:28:20,209,2227,2436,8.58
2023-11-12 22:38:00,208,2228,2436,8.54
2023-11-12 22:47:36,227,2209,2436,9.32
2023-11-12 22:57:19,213,2223,2436,8.74
2023-11-12 23:06:58,213,2223,2436,8.74
2023-11-12 23:16:34,229,2207,2436,9.4
2023-11-12 23:26:09,227,2209,2436,9.32
2023-11-12 23:35:49,212,2224,2436,8.7
2023-11-12 23:45:29,212,2224,2436,8.7
2023-11-12 23:55:04,226,2210,2436,9.28
2023-11-13 00:04:44,211,2225,2436,8.66
2023-11-13 00:14:25,206,2230,2436,8.46
2023-11-13 00:24:03,226,2210,2436,9.28
2023-11-13 00:33:41,214,2222,2436,8.78
2023-11-13 00:43:19,212,2224,2436,8.7
2023-11-13 00:52:55,229,2207,2436,9.4
2023-11-13 01:02:34,215,2221,2436,8.83
2023-11-13 01:12:11,216,2220,2436,8.87
2023-11-13 01:21:46,231,2205,2436,9.48
2023-11-13 01:31:21,225,2211,2436,9.24
2023-11-13 01:40:58,217,2219,2436,8.91
2023-11-13 01:50:32,232,2204,2436,9.52
2023-11-13 02:00:09,225,2211,2436,9.24
2023-11-13 02:09:45,217,2219,2436,8.91
2023-11-13 02:19:22,222,2214,2436,9.11
2023-11-13 02:28:56,231,2205,2436,9.48
2023-11-13 02:38:34,217,2219,2436,8.91
2023-11-13 02:48:12,216,2220,2436,8.87
2023-11-13 02:57:46,232,2204,2436,9.52
2023-11-13 03:07:22,218,2218,2436,8.95
2023-11-13 03:16:58,230,2206,2436,9.44
2023-11-13 03:26:36,215,2221,2436,8.83
2023-11-13 03:36:12,219,2217,2436,8.99
2023-11-13 03:45:48,217,2219,2436,8.91
2023-11-13 03:55:27,232,2204,2436,9.52
2023-11-13 04:05:08,213,2223,2436,8.74
2023-11-13 04:14:46,216,2220,2436,8.87
2023-11-13 04:24:22,226,2210,2436,9.28
2023-11-13 04:33:57,227,2209,2436,9.32
2023-11-13 04:43:35,215,2221,2436,8.83
2023-11-13 04:53:13,215,2221,2436,8.83
2023-11-13 05:02:50,216,2220,2436,8.87
2023-11-13 05:12:29,214,2222,2436,8.78
2023-11-13 05:22:04,229,2207,2436,9.4
2023-11-13 05:31:40,226,2210,2436,9.28
2023-11-13 05:41:18,213,2223,2436,8.74
2023-11-13 05:50:56,211,2225,2436,8.66
2023-11-13 06:00:34,211,2225,2436,8.66
2023-11-13 06:10:10,227,2209,2436,9.32
2023-11-13 06:19:49,210,2226,2436,8.62
2023-11-13 06:29:29,210,2226,2436,8.62
2023-11-13 06:39:06,224,2212,2436,9.2
2023-11-13 06:48:45,205,2231,2436,8.42
2023-11-13 06:58:26,203,2233,2436,8.33
2023-11-13 07:08:10,200,2236,2436,8.21
2023-11-13 07:17:58,202,2234,2436,8.29
2023-11-13 07:27:49,184,2252,2436,7.55
2023-11-13 07:37:42,187,2249,2436,7.68
2023-11-13 07:47:31,197,2239,2436,8.09
2023-11-13 07:57:10,215,2221,2436,8.83
2023-11-13 08:06:51,200,2236,2436,8.21
2023-11-13 08:16:32,199,2237,2436,8.17
2023-11-13 08:26:11,215,2221,2436,8.83
2023-11-13 08:35:52,199,2237,2436,8.17
2023-11-13 08:45:36,195,2241,2436,8.0
2023-11-13 08:55:18,195,2241,2436,8.0
2023-11-13 09:04:56,214,2222,2436,8.78
2023-11-13 09:14:34,212,2224,2436,8.7
2023-11-13 09:24:15,198,2238,2436,8.13
2023-11-13 09:33:54,201,2235,2436,8.25
2023-11-13 09:43:34,200,2236,2436,8.21
2023-11-13 09:53:14,215,2221,2436,8.83
2023-11-13 10:02:54,198,2238,2436,8.13
2023-11-13 10:12:37,198,2238,2436,8.13
2023-11-13 10:22:19,197,2239,2436,8.09
2023-11-13 10:31:58,214,2222,2436,8.78
2023-11-13 10:41:42,214,2222,2436,8.78
2023-11-13 10:51:23,198,2238,2436,8.13
2023-11-13 11:01:04,198,2238,2436,8.13
2023-11-13 11:10:48,195,2241,2436,8.0
2023-11-13 11:20:27,212,2224,2436,8.7
2023-11-13 11:30:07,198,2238,2436,8.13
2023-11-13 11:39:51,195,2241,2436,8.0
2023-11-13 11:49:34,199,2237,2436,8.17
2023-11-13 11:59:13,217,2219,2436,8.91
2023-11-13 12:08:53,210,2226,2436,8.62
2023-11-13 12:18:35,200,2236,2436,8.21
2023-11-13 12:28:17,203,2233,2436,8.33
2023-11-13 12:37:57,206,2230,2436,8.46
2023-11-13 12:47:35,217,2219,2436,8.91
2023-11-13 12:57:17,203,2233,2436,8.33
2023-11-13 13:06:56,203,2233,2436,8.33
2023-11-13 13:16:34,217,2219,2436,8.91
2023-11-13 13:26:11,219,2217,2436,8.99
2023-11-13 13:35:51,202,2234,2436,8.29
2023-11-13 13:45:31,201,2235,2436,8.25
2023-11-13 13:55:11,209,2227,2436,8.58
2023-11-13 14:04:50,217,2219,2436,8.91
2023-11-13 14:14:31,204,2232,2436,8.37
2023-11-13 14:24:18,203,2233,2436,8.33
2023-11-13 14:33:56,216,2220,2436,8.87
2023-11-13 14:43:34,216,2220,2436,8.87
2023-11-13 14:53:14,201,2235,2436,8.25
2023-11-13 15:02:56,201,2235,2436,8.25
2023-11-13 15:12:34,216,2220,2436,8.87
2023-11-13 15:22:14,200,2236,2436,8.21
2023-11-13 15:32:02,201,2235,2436,8.25
2023-11-13 15:41:38,217,2219,2436,8.91
2023-11-13 15:51:16,218,2218,2436,8.95
2023-11-13 16:01:02,203,2233,2436,8.33
2023-11-13 16:10:42,202,2234,2436,8.29
2023-11-13 16:20:20,217,2219,2436,8.91
2023-11-13 16:29:58,214,2222,2436,8.78
2023-11-13 16:39:39,201,2235,2436,8.25
2023-11-13 16:49:19,200,2236,2436,8.21
2023-11-13 16:58:57,215,2221,2436,8.83
2023-11-13 17:08:44,172,2264,2436,7.06
2023-11-13 17:18:22,214,2222,2436,8.78
2023-11-13 17:28:10,212,2224,2436,8.7
2023-11-13 17:37:49,211,2225,2436,8.66
2023-11-13 17:47:27,212,2224,2436,8.7
2023-11-13 17:57:13,212,2224,2436,8.7
2023-11-13 18:06:56,212,2224,2436,8.7
2023-11-13 18:16:38,212,2224,2436,8.7
2023-11-13 18:26:20,212,2224,2436,8.7
2023-11-13 18:36:03,212,2224,2436,8.7
2023-11-13 18:45:46,212,2224,2436,8.7
2023-11-13 18:55:31,212,2224,2436,8.7
2023-11-13 19:05:14,212,2224,2436,8.7
2023-11-13 19:14:57,212,2224,2436,8.7
2023-11-13 19:27:32,211,2225,2436,8.66
2023-11-13 19:37:53,211,2225,2436,8.66
2023-11-13 19:47:34,211,2225,2436,8.66
2023-11-13 19:57:17,212,2224,2436,8.7
2023-11-13 20:06:59,212,2224,2436,8.7
2023-11-13 20:16:41,212,2224,2436,8.7
2023-11-13 20:26:22,212,2224,2436,8.7
2023-11-13 20:36:03,206,2230,2436,8.46
2023-11-13 20:45:42,210,2226,2436,8.62
2023-11-13 20:55:21,210,2226,2436,8.62
2023-11-13 21:05:06,210,2226,2436,8.62
2023-11-13 21:14:46,211,2225,2436,8.66
2023-11-13 21:24:26,211,2225,2436,8.66
2023-11-13 21:34:06,211,2225,2436,8.66
2023-11-13 21:43:47,210,2226,2436,8.62
2023-11-13 21:53:28,211,2225,2436,8.66
2023-11-13 22:03:10,210,2226,2436,8.62
2023-11-13 22:12:53,209,2227,2436,8.58
2023-11-13 22:22:35,210,2226,2436,8.62
2023-11-13 22:32:17,211,2225,2436,8.66
2023-11-13 22:41:57,210,2226,2436,8.62
2023-11-13 22:51:37,211,2225,2436,8.66
2023-11-13 23:01:17,209,2227,2436,8.58
2023-11-13 23:10:57,211,2225,2436,8.66
2023-11-13 23:20:36,210,2226,2436,8.62
2023-11-13 23:30:17,206,2230,2436,8.46
2023-11-13 23:39:58,208,2228,2436,8.54
2023-11-13 23:49:38,205,2231,2436,8.42
2023-11-13 23:59:20,209,2227,2436,8.58
2023-11-14 00:09:00,209,2227,2436,8.58
2023-11-14 00:18:39,210,2226,2436,8.62
2023-11-14 00:28:18,210,2226,2436,8.62
2023-11-14 00:37:58,210,2226,2436,8.62
2023-11-14 00:47:38,212,2224,2436,8.7
2023-11-14 00:57:18,208,2228,2436,8.54
2023-11-14 01:06:58,207,2229,2436,8.5
2023-11-14 01:16:42,194,2242,2436,7.96
2023-11-14 01:26:25,194,2242,2436,7.96
2023-11-14 01:36:08,195,2241,2436,8.0
2023-11-14 01:45:50,197,2239,2436,8.09
2023-11-14 01:55:32,197,2239,2436,8.09
2023-11-14 02:05:13,200,2236,2436,8.21
2023-11-14 02:14:53,203,2233,2436,8.33
2023-11-14 02:24:33,206,2230,2436,8.46
2023-11-14 02:34:13,206,2230,2436,8.46
2023-11-14 02:43:53,204,2232,2436,8.37
2023-11-14 02:53:33,206,2230,2436,8.46
2023-11-14 03:03:14,205,2231,2436,8.42
2023-11-14 03:12:54,206,2230,2436,8.46
2023-11-14 03:22:34,208,2228,2436,8.54
2023-11-14 03:32:15,209,2227,2436,8.58
2023-11-14 03:41:54,210,2226,2436,8.62
2023-11-14 03:51:34,210,2226,2436,8.62
2023-11-14 04:01:14,209,2227,2436,8.58
2023-11-14 04:10:57,208,2228,2436,8.54
2023-11-14 04:20:38,210,2226,2436,8.62
2023-11-14 04:30:19,209,2227,2436,8.58
2023-11-14 04:40:00,210,2226,2436,8.62
2023-11-14 04:49:39,211,2225,2436,8.66
2023-11-14 04:59:18,210,2226,2436,8.62
2023-11-14 05:08:58,210,2226,2436,8.62
2023-11-14 05:18:35,226,2210,2436,9.28
2023-11-14 05:28:12,225,2211,2436,9.24
2023-11-14 05:37:48,226,2210,2436,9.28
2023-11-14 05:47:26,226,2210,2436,9.28
2023-11-14 05:57:06,210,2226,2436,8.62
2023-11-14 06:06:46,207,2229,2436,8.5
2023-11-14 06:16:28,205,2231,2436,8.42
2023-11-14 06:26:10,209,2227,2436,8.58
2023-11-14 06:35:54,211,2225,2436,8.66
2023-11-14 06:45:34,210,2226,2436,8.62
2023-11-14 06:55:14,210,2226,2436,8.62
2023-11-14 07:04:56,209,2227,2436,8.58
2023-11-14 07:14:36,211,2225,2436,8.66
2023-11-14 07:24:16,209,2227,2436,8.58
2023-11-14 07:33:57,209,2227,2436,8.58
2023-11-14 07:43:36,211,2225,2436,8.66
2023-11-14 07:53:16,209,2227,2436,8.58
2023-11-14 08:02:56,208,2228,2436,8.54
2023-11-14 08:12:37,208,2228,2436,8.54
2023-11-14 08:22:16,211,2225,2436,8.66
2023-11-14 08:31:56,212,2224,2436,8.7
2023-11-14 08:41:35,214,2222,2436,8.78
2023-11-14 08:51:17,213,2223,2436,8.74
2023-11-14 09:00:57,214,2222,2436,8.78
2023-11-14 09:10:37,213,2223,2436,8.74
2023-11-14 09:20:18,212,2224,2436,8.7
2023-11-14 09:29:59,209,2227,2436,8.58
2023-11-14 09:39:39,214,2222,2436,8.78
2023-11-14 09:49:19,215,2221,2436,8.83
2023-11-14 09:59:00,211,2225,2436,8.66
2023-11-14 10:08:40,213,2223,2436,8.74
2023-11-14 10:18:22,214,2222,2436,8.78
2023-11-14 10:28:02,213,2223,2436,8.74
2023-11-14 10:37:42,213,2223,2436,8.74
2023-11-14 10:47:22,214,2222,2436,8.78
2023-11-14 10:57:02,212,2224,2436,8.7
2023-11-14 11:06:43,213,2223,2436,8.74
2023-11-14 11:16:26,215,2221,2436,8.83
2023-11-14 11:26:06,217,2219,2436,8.91
2023-11-14 11:35:47,216,2220,2436,8.87
2023-11-14 11:45:27,216,2220,2436,8.87
2023-11-14 11:55:08,214,2222,2436,8.78
2023-11-14 12:04:48,213,2223,2436,8.74
2023-11-14 12:14:27,217,2219,2436,8.91
2023-11-14 12:24:08,213,2223,2436,8.74
2023-11-14 12:33:48,214,2222,2436,8.78
2023-11-14 12:43:35,214,2222,2436,8.78
2023-11-14 12:53:13,217,2219,2436,8.91
2023-11-14 13:02:55,214,2222,2436,8.78
2023-11-14 13:12:36,216,2220,2436,8.87
2023-11-14 13:22:16,216,2220,2436,8.87
2023-11-14 13:31:56,211,2225,2436,8.66
2023-11-14 13:41:36,211,2225,2436,8.66
2023-11-14 13:51:17,209,2227,2436,8.58
2023-11-14 14:00:57,211,2225,2436,8.66
2023-11-14 14:10:37,212,2224,2436,8.7
2023-11-14 14:20:24,213,2223,2436,8.74
2023-11-14 14:30:06,212,2224,2436,8.7
2023-11-14 14:39:49,210,2226,2436,8.62
2023-11-14 14:49:30,213,2223,2436,8.74
2023-11-14 14:59:11,212,2224,2436,8.7
2023-11-14 15:08:51,213,2223,2436,8.74
2023-11-14 15:18:35,211,2225,2436,8.66
2023-11-14 15:28:15,211,2225,2436,8.66
2023-11-14 15:37:57,208,2228,2436,8.54
2023-11-14 15:47:40,209,2227,2436,8.58
2023-11-14 15:57:23,209,2227,2436,8.58
2023-11-14 16:07:09,212,2224,2436,8.7
2023-11-14 16:16:51,210,2226,2436,8.62
2023-11-14 16:26:33,210,2226,2436,8.62
2023-11-14 16:36:16,211,2225,2436,8.66
2023-11-14 16:45:58,210,2226,2436,8.62
2023-11-14 16:55:38,211,2225,2436,8.66
2023-11-14 17:05:20,208,2228,2436,8.54
2023-11-14 17:15:03,209,2227,2436,8.58
2023-11-14 17:24:45,209,2227,2436,8.58
2023-11-14 17:34:27,208,2228,2436,8.54
2023-11-14 17:44:09,206,2230,2436,8.46
2023-11-14 17:53:54,207,2229,2436,8.5
2023-11-14 18:03:39,206,2230,2436,8.46
2023-11-14 18:13:22,206,2230,2436,8.46
2023-11-14 18:23:06,204,2232,2436,8.37
2023-11-14 18:32:48,206,2230,2436,8.46
2023-11-14 18:42:32,207,2229,2436,8.5
2023-11-14 18:52:14,209,2227,2436,8.58
2023-11-14 19:01:57,209,2227,2436,8.58
2023-11-14 19:11:40,210,2226,2436,8.62
2023-11-14 19:21:23,207,2229,2436,8.5
2023-11-14 19:31:06,208,2228,2436,8.54
2023-11-14 19:40:50,207,2229,2436,8.5
2023-11-14 19:50:33,206,2230,2436,8.46
2023-11-14 20:00:16,206,2230,2436,8.46
2023-11-14 20:09:58,206,2230,2436,8.46
2023-11-14 20:19:40,204,2232,2436,8.37
2023-11-14 20:29:22,205,2231,2436,8.42
2023-11-14 20:39:04,206,2230,2436,8.46
2023-11-14 20:48:44,206,2230,2436,8.46
2023-11-14 20:58:27,205,2231,2436,8.42
2023-11-14 21:08:14,205,2231,2436,8.42
2023-11-14 21:17:58,206,2230,2436,8.46
2023-11-14 21:27:39,204,2232,2436,8.37
2023-11-14 21:37:20,204,2232,2436,8.37
2023-11-14 21:46:06,501,1935,2436,20.57
2023-11-14 21:54:53,496,1940,2436,20.36
2023-11-14 22:03:35,503,1933,2436,20.65
2023-11-14 22:12:16,490,1946,2436,20.11
2023-11-14 22:20:44,555,1881,2436,22.78
2023-11-14 22:29:16,530,1906,2436,21.76
2023-11-14 22:37:53,503,1933,2436,20.65
2023-11-14 22:46:22,551,1885,2436,22.62
2023-11-14 22:54:52,539,1897,2436,22.13
2023-11-14 23:03:20,542,1894,2436,22.25
2023-11-14 23:11:46,557,1879,2436,22.87
2023-11-14 23:20:06,591,1845,2436,24.26
2023-11-14 23:28:30,568,1868,2436,23.32
2023-11-14 23:36:58,539,1897,2436,22.13
2023-11-14 23:45:17,598,1838,2436,24.55
2023-11-14 23:53:36,593,1843,2436,24.34
2023-11-15 00:01:57,584,1852,2436,23.97
2023-11-15 00:10:16,593,1843,2436,24.34
2023-11-15 00:18:40,562,1874,2436,23.07
2023-11-15 00:27:13,524,1912,2436,21.51
2023-11-15 00:35:35,572,1864,2436,23.48
2023-11-15 00:43:48,623,1813,2436,25.57
2023-11-15 00:52:03,612,1824,2436,25.12
2023-11-15 01:00:26,572,1864,2436,23.48
2023-11-15 01:09:17,432,2004,2436,17.73
2023-11-15 01:17:49,522,1914,2436,21.43
2023-11-15 01:26:30,482,1954,2436,19.79
2023-11-15 01:34:45,613,1823,2436,25.16
2023-11-15 01:43:02,613,1823,2436,25.16
2023-11-15 01:51:18,607,1829,2436,24.92
2023-11-15 01:59:31,619,1817,2436,25.41
2023-11-15 02:07:47,619,1817,2436,25.41
2023-11-15 02:16:01,617,1819,2436,25.33
2023-11-15 02:24:14,629,1807,2436,25.82
2023-11-15 02:32:30,606,1830,2436,24.88
2023-11-15 02:40:37,652,1784,2436,26.77
2023-11-15 02:48:46,645,1791,2436,26.48
2023-11-15 02:57:10,576,1860,2436,23.65
2023-11-15 03:05:37,546,1890,2436,22.41
2023-11-15 03:14:08,534,1902,2436,21.92
2023-11-15 03:22:41,522,1914,2436,21.43
2023-11-15 03:31:11,536,1900,2436,22.0
2023-11-15 03:39:42,535,1901,2436,21.96
2023-11-15 03:48:10,551,1885,2436,22.62
2023-11-15 03:56:43,518,1918,2436,21.26
2023-11-15 04:05:06,558,1878,2436,22.91
2023-11-15 04:13:35,541,1895,2436,22.21
2023-11-15 04:22:59,272,2164,2436,11.17
2023-11-15 04:32:19,281,2155,2436,11.54
2023-11-15 04:41:42,271,2165,2436,11.12
2023-11-15 04:51:03,288,2148,2436,11.82
2023-11-15 05:00:27,260,2176,2436,10.67
2023-11-15 05:09:46,281,2155,2436,11.54
2023-11-15 05:19:07,286,2150,2436,11.74
2023-11-15 05:28:31,270,2166,2436,11.08
2023-11-15 05:37:51,293,2143,2436,12.03
2023-11-15 05:47:11,278,2158,2436,11.41
2023-11-15 05:56:28,298,2138,2436,12.23
2023-11-15 06:05:49,276,2160,2436,11.33
2023-11-15 06:15:05,309,2127,2436,12.68
2023-11-15 06:24:28,275,2161,2436,11.29
2023-11-15 06:33:53,264,2172,2436,10.84
2023-11-15 06:43:12,294,2142,2436,12.07
2023-11-15 06:52:29,298,2138,2436,12.23
2023-11-15 07:01:50,280,2156,2436,11.49
2023-11-15 07:11:03,318,2118,2436,13.05
2023-11-15 07:20:29,256,2180,2436,10.51
2023-11-15 07:29:45,314,2122,2436,12.89
2023-11-15 07:39:09,261,2175,2436,10.71
2023-11-15 07:48:25,300,2136,2436,12.32
2023-11-15 07:57:45,292,2144,2436,11.99
2023-11-15 08:07:08,272,2164,2436,11.17
2023-11-15 08:15:43,516,1920,2436,21.18
2023-11-15 08:24:23,494,1942,2436,20.28
